Customer_ID,Age,Gender,Region,Membership_Level,Tenure_Months,Monthly_Income_JD,Monthly_Spend_JD,Total_Orders,Average_Order_Value_JD,Days_Since_Last_Purchase,Website_Visits_Last_30_Days,Email_Engagement_Rate,Discount_Usage_Rate,Satisfaction_Score,Support_Tickets_Last_6_Months,Complaint_Flag,Last_Campaign_Response,Payment_Method,Churn_Probability,Predicted_Churn,Annual_Spending_JD,Annual_Profit_JD,Expected_Saved_Profit_JD,Expected_Net_Benefit_JD,Selected_for_Retention
C20271,51,Female,Balqa,Gold,84,2172.62,203.38,33,430.06,103,14,0.596,0.438,3,1,0,1,Card,0.24107422489476363,0,2440.56,610.14,51.48115965205187,31.481159652051872,No
C20272,69,Female,Amman,Basic,14,1312.66,166.48,13,183.46,90,13,0.581,0.612,3,3,1,1,Card,0.7712182639053402,1,1997.7599999999998,499.43999999999994,134.81203740370907,114.81203740370907,Yes
C20273,50,Female,Amman,Silver,31,1672.24,109.46,15,263.55,59,350,0.544,0.466,4,1,0,1,Card,0.606337284149517,1,1313.52,328.38,69.68816307915644,49.68816307915644,No
C20274,65,Male,Amman,Silver,26,2603.6,129.44,12,253.26,28,13,0.778,0.204,4,1,0,0,Digital Wallet,0.23637715633454395,0,1553.28,388.32,32.126492071740536,12.126492071740536,No
C20275,69,Female,Irbid,Gold,31,2104.74,333.9,23,377.01,99,18,0.568,0.226,4,1,0,1,Card,0.4407828172671816,0,4006.7999999999997,1001.6999999999999,154.5362518197875,134.5362518197875,No
C20276,38,Female,Zarqa,Basic,17,1360.43,154.52,7,409.24,21,9,0.433,0.244,2,3,1,0,Card,0.6797435598235811,1,1854.2400000000002,463.56000000000006,110.28567360713676,90.28567360713676,No
C20277,56,Male,Other,Silver,18,2837.94,130.96,14,165.71,8,15,0.39,0.248,2,4,1,0,Card,0.6117108215505689,1,1571.52,392.88,84.11513164977562,64.11513164977562,No
C20278,31,Male,Zarqa,Basic,84,1426.54,80.09,32,171.13,3,18,0.394,0.575,4,1,0,1,Card,0.0923694562401577,0,961.08,240.27,7.767763237787942,-12.232236762212057,No
C20279,61,Female,Amman,Gold,56,1294.27,231.12,21,500.0,49,10,0.643,0.624,4,1,0,0,Cash,0.30980123296526063,0,2773.44,693.36,75.18132401107758,55.18132401107758,No
C20280,70,Male,Amman,Platinum,33,2631.1,368.01,18,500.0,21,18,0.804,0.263,5,0,0,0,Cash,0.08101057228178686,0,4416.12,1104.03,31.3033357406914,11.303335740691399,No
C20281,36,Female,Zarqa,Gold,6,1639.25,204.38,11,114.8,7,19,0.273,0.55,2,4,1,0,Card,0.7262466323556964,1,2452.56,613.14,155.8518010569001,135.8518010569001,Yes
C20282,54,Female,Amman,Silver,12,1457.57,140.07,12,156.88,62,19,0.381,0.452,2,3,1,0,Digital Wallet,0.8548322547465613,1,1680.84,420.21,125.72317161846837,105.72317161846837,Yes
C20283,57,Male,Amman,Silver,23,2664.53,155.75,15,207.22,34,15,0.407,0.433,5,0,0,1,Digital Wallet,0.16181950881828033,0,1869.0,467.25,26.463557923369518,6.4635579233695175,No
C20284,50,Female,Amman,Basic,11,1834.48,107.61,5,226.01,47,18,0.552,0.418,4,3,1,0,Card,0.6979477616622336,1,1291.32,322.83,78.8614665640966,58.8614665640966,No
C20285,19,Male,Amman,Basic,48,1497.15,175.82,15,500.0,104,18,0.464,0.381,4,1,0,0,Cash,0.670671049833748,1,2109.84,527.46,123.81325318085806,103.81325318085806,Yes
C20286,48,Male,Other,Basic,16,2794.08,246.42,11,367.53,6,13,0.279,0.206,2,1,1,1,Digital Wallet,0.3803379104240881,0,2957.04,739.26,98.40901128103897,78.40901128103897,No
C20287,64,Male,Zarqa,Silver,12,2364.72,134.82,5,243.77,73,21,0.129,0.686,5,1,0,0,Card,0.42816624466082254,0,1617.84,404.46,60.61164176043069,40.61164176043069,No
C20288,35,Male,Amman,Basic,14,1707.36,137.76,7,197.76,78,14,0.231,0.687,4,2,0,0,Card,0.7231120140771637,1,1653.12,413.28,104.59670661223358,84.59670661223358,No
C20289,53,Female,Zarqa,Platinum,14,2415.08,288.82,10,352.43,25,16,0.286,0.343,2,4,1,0,Bank Transfer,0.5885384914457392,1,3465.84,866.46,178.48077145432632,158.48077145432632,Yes
C20290,46,Male,Irbid,Silver,20,2784.2,252.24,19,250.92,55,22,0.221,0.289,4,4,1,0,Cash,0.8129577679531264,1,3026.88,756.72,215.31349075792144,195.31349075792144,Yes
C20291,66,Male,Amman,Silver,23,2508.8,264.09,9,500.0,6,15,0.119,0.633,3,3,1,1,Digital Wallet,0.4037957594681073,0,3169.08,792.27,111.97034322382906,91.97034322382906,No
C20292,33,Female,Other,Silver,23,1471.08,269.83,16,394.81,39,14,0.284,0.137,4,1,0,1,Card,0.25173022738167977,0,3237.96,809.49,71.32058561711858,51.32058561711858,No
C20293,36,Female,Balqa,Silver,76,1855.76,129.61,23,402.6,11,11,0.74,0.421,2,2,1,0,Bank Transfer,0.21984538373037713,0,1555.3200000000002,388.83000000000004,29.918868194558886,9.918868194558886,No
C20294,37,Male,Irbid,Gold,11,1607.51,181.47,5,433.53,15,16,0.386,0.578,5,1,0,1,Card,0.20954635339569977,0,2177.64,544.41,39.92769558825351,19.927695588253513,No
C20295,67,Male,Amman,Basic,64,2009.72,242.63,24,500.0,18,15,0.389,0.78,5,1,0,1,Card,0.09758563564235363,0,2911.56,727.89,24.861062914699474,4.861062914699474,No
C20296,64,Male,Irbid,Basic,3,2658.76,293.7,6,132.71,6,12,0.331,0.539,4,0,0,1,Cash,0.22236124199532029,0,3524.3999999999996,881.0999999999999,68.57287161272683,48.57287161272683,No
C20297,40,Female,Amman,Gold,57,1372.85,136.27,24,300.86,50,16,0.174,0.477,4,2,0,0,Card,0.5068094900233892,1,1635.2400000000002,408.81000000000006,72.5160756657616,52.516075665761605,No
C20298,37,Female,Amman,Basic,22,1954.84,115.7,9,234.54,84,9,0.72,0.457,3,3,1,0,Digital Wallet,0.8107585847312528,1,1388.4,347.1,98.49500666607625,78.49500666607625,No
C20299,64,Female,Amman,Basic,7,2661.72,348.92,11,237.8,3,15,0.328,0.178,3,0,0,0,Cash,0.3700892587610027,0,4187.04,1046.76,135.5881213752335,115.5881213752335,No
C20300,53,Male,Amman,Gold,44,2458.88,193.53,24,407.74,8,15,0.262,0.557,3,3,1,0,Digital Wallet,0.5587438153141968,1,2322.36,580.59,113.54037510664433,93.54037510664433,Yes
