Customer_ID,Age,Gender,Region,Membership_Level,Tenure_Months,Monthly_Income_JD,Monthly_Spend_JD,Total_Orders,Average_Order_Value_JD,Days_Since_Last_Purchase,Website_Visits_Last_30_Days,Email_Engagement_Rate,Discount_Usage_Rate,Satisfaction_Score,Support_Tickets_Last_6_Months,Complaint_Flag,Last_Campaign_Response,Payment_Method,Churn
C00155,27,Female,Amman,Basic,26,1853.08,352.33,19,444.85,10,26,0.462,0.203,4,1,0,0,Cash,0
C00527,54,Male,Amman,Basic,28,1769.86,88.62,15,140.66,39,13,0.28,0.814,5,1,0,0,Bank Transfer,0
C00239,20,Male,Balqa,Basic,69,1792.625,136.92,32,296.66,1,23,0.403,0.191,3,1,0,1,Digital Wallet,0
C00196,30,Male,Other,Basic,14,1545.87,140.46,8,241.37,37,10,0.706,0.078,2,1,0,1,Card,0
C00283,29,Male,Balqa,Silver,21,1662.29,249.42,19,227.53,24,18,0.523,0.319,4,3,1,1,Cash,0
C01032,55,Female,Balqa,Platinum,39,2748.83,234.75,19,392.89,58,18,0.667,0.636,4,2,0,1,Card,0
C00267,50,Male,Balqa,Gold,31,1771.19,214.57,15,421.19,27,17,0.624,0.131,2,3,1,0,Digital Wallet,0
C00997,18,Male,Zarqa,Silver,14,728.17,82.14,6,181.34,217,10,0.553,0.702,3,1,0,1,Card,0
C00533,28,Male,Amman,Platinum,20,1882.34,304.41,12,450.18,48,13,0.441,0.277,2,0,1,1,Card,0
C00570,64,Female,Amman,Silver,22,2125.07,123.58,19,143.56,10,20,0.29,0.675,3,0,0,1,Cash,0
C00040,20,Female,Amman,Silver,65,1622.17,310.32,25,500.0,11,18,0.776,0.504,3,3,1,0,Digital Wallet,0
C00174,48,Male,Amman,Basic,51,1198.53,46.3,19,130.56,34,7,0.624,0.667,4,1,0,1,Digital Wallet,0
C00550,58,Female,Other,Basic,42,1830.94,114.47,15,190.2,26,16,0.477,0.222,3,3,1,0,Digital Wallet,0
C01084,67,Male,Irbid,Basic,52,1732.2,132.47,22,329.28,3,14,0.393,0.295,4,2,0,0,Digital Wallet,0
C00728,38,Female,Zarqa,Silver,28,1700.29,96.6,15,184.56,31,13,0.157,0.4,4,3,1,0,Card,0
C00711,33,Female,Amman,Basic,84,1306.93,107.06,37,197.56,21,9,0.234,0.188,5,0,0,1,Digital Wallet,1
C00899,39,Female,Zarqa,Platinum,24,2153.76,383.25,20,402.97,13,23,0.381,0.45,5,2,0,0,Digital Wallet,0
C00031,22,Female,Amman,Basic,46,1681.73,124.81,18,268.42,55,16,0.297,0.486,3,2,0,1,Bank Transfer,0
C00328,34,Female,Amman,Silver,19,1958.25,204.97,12,340.44,21,16,0.269,0.712,3,0,0,1,Digital Wallet,1
C01158,61,Male,Irbid,Gold,13,2253.13,238.95,13,221.46,4,20,0.275,0.161,5,3,1,0,Bank Transfer,1
C00686,34,Male,Amman,Silver,40,1671.62,190.58,17,385.87,6,8,0.354,0.31,3,1,0,0,Digital Wallet,0
C00656,21,Female,Amman,Platinum,28,2161.09,215.97,14,391.85,33,22,0.127,0.769,4,0,0,0,Cash,1
C00396,52,Female,Irbid,Platinum,18,2329.46,287.93,9,500.0,0,9,0.705,0.301,4,1,0,1,Card,0
C01039,35,Female,Amman,Platinum,8,1475.15,255.32,5,310.95,41,16,0.759,0.379,4,2,0,1,Card,0
C00926,41,Female,Zarqa,Gold,28,1854.99,163.35,17,219.13,61,19,0.93,0.384,3,1,0,0,Cash,1
C00975,41,Male,Amman,Silver,41,1526.39,142.39,15,417.1,38,16,0.702,0.545,5,1,0,0,Cash,0
C00759,41,Female,Amman,Basic,6,2273.48,334.79,7,289.42,87,18,0.337,0.561,4,2,0,1,Card,0
C00614,47,Female,Amman,Basic,10,2252.33,157.91,9,135.97,34,12,0.144,0.301,4,1,0,0,Digital Wallet,0
C00505,39,Male,Amman,Gold,18,1874.74,395.6,17,369.0,19,23,0.127,0.474,4,6,1,0,Bank Transfer,0
C00663,26,Male,Zarqa,Silver,20,1724.8,147.15,8,346.57,2,8,0.424,0.312,3,3,1,0,Cash,1
C00705,39,Male,Amman,Silver,34,1324.17,183.15,19,321.0,69,11,0.603,0.408,3,0,0,0,Card,1
C00628,44,Female,Amman,Silver,19,1719.44,173.03,6,500.0,1,15,0.423,0.329,3,1,0,0,Card,0
C00190,70,Male,Amman,Platinum,32,2015.35,257.24,14,500.0,37,16,0.644,0.605,5,0,0,1,Card,0
C00668,47,Female,Amman,Silver,84,1482.79,184.93,36,439.14,6,17,0.418,0.84,4,1,0,0,Bank Transfer,0
C00001,70,Female,Amman,Silver,29,2241.7,132.73,25,158.58,25,17,0.158,0.83,5,1,0,0,Digital Wallet,0
C00544,57,Female,Amman,Basic,14,1806.99,193.01,12,247.77,5,11,0.505,0.5,4,3,1,1,Bank Transfer,0
C00062,21,Female,Irbid,Gold,19,350.0,130.68,9,281.4,43,12,0.472,0.131,4,0,0,0,Card,1
C01188,62,Male,Amman,Silver,34,2223.75,165.89,17,376.33,66,17,0.54,0.564,4,2,0,0,Digital Wallet,0
C00090,33,Male,Amman,Silver,40,1949.75,180.07,22,317.69,74,18,0.019,0.56,4,5,1,0,Digital Wallet,1
C00271,21,Male,Zarqa,Silver,25,670.6,164.96,7,500.0,7,13,0.359,0.529,4,0,0,1,Card,0
C00784,29,Female,Amman,Gold,44,1144.06,162.05,23,311.31,7,19,0.472,0.816,3,2,0,1,Digital Wallet,0
C00212,45,Male,Balqa,Platinum,21,3292.65,235.39,16,303.49,212,9,0.193,0.177,5,3,1,0,Card,1
C00525,30,Female,Zarqa,Silver,23,1843.22,126.36,16,169.69,44,11,0.641,0.741,4,2,0,1,Digital Wallet,0
C00601,24,Female,Irbid,Basic,84,1792.625,77.59,31,190.87,35,8,0.201,0.513,4,1,0,0,Card,0
C01119,29,Male,Balqa,Platinum,36,2087.51,429.75,22,500.0,29,23,0.326,0.287,4,0,0,0,Cash,0
C00356,63,Male,Zarqa,Platinum,29,3054.91,346.0,23,413.29,15,18,0.466,0.739,4,1,0,0,Cash,0
C00503,28,Female,Amman,Silver,58,1626.94,198.39,31,367.63,37,15,0.23,0.248,5,1,0,0,Card,0
C01076,26,Female,Balqa,Basic,16,2071.97,74.76,9,136.37,46,11,0.116,0.368,2,3,1,0,Cash,1
C01113,43,Male,Irbid,Silver,20,1296.12,100.34,8,255.25,24,13,0.739,0.154,5,5,1,0,Bank Transfer,0
C00275,44,Female,Amman,Basic,29,1679.8,199.43,18,331.72,49,16,0.82,0.413,4,1,0,1,Digital Wallet,0
C00140,56,Male,Amman,Silver,38,2220.55,165.02,13,413.88,14,20,0.427,0.662,2,1,0,0,Digital Wallet,0
C00133,44,Female,Zarqa,Basic,45,1560.75,183.99,19,500.0,159,14,0.473,0.406,4,2,0,0,Cash,1
C00237,41,Female,Amman,Gold,23,2211.56,249.46,15,331.57,5,13,0.339,0.155,4,3,1,0,Digital Wallet,0
C00765,53,Female,Other,Gold,10,1364.48,187.61,12,149.92,202,10,0.85,0.47,5,1,0,1,Cash,1
C01074,20,Male,Amman,Silver,38,1792.625,153.62,15,394.41,20,8,0.228,0.717,4,0,0,0,Card,0
C00919,33,Male,Balqa,Silver,10,1798.22,176.72,11,127.81,30,14,0.121,0.923,3,0,0,1,Card,0
C01197,53,Female,Irbid,Basic,51,2287.69,139.47,24,307.84,33,11,0.221,0.468,4,0,0,0,Cash,0
C00625,20,Male,Amman,Basic,42,1573.9,111.12,20,247.81,50,17,0.564,0.709,4,1,0,1,Digital Wallet,0
C00467,41,Female,Amman,Platinum,61,1647.09,423.53,33,500.0,9,19,0.602,0.416,3,3,1,0,Card,0
C00235,63,Female,Amman,Basic,25,1577.2,55.0,7,201.33,11,15,0.706,0.11,4,1,0,0,Card,0
C00172,38,Male,Zarqa,Gold,22,569.05,174.85,11,340.75,18,12,0.385,0.069,3,1,0,1,Card,0
C00623,46,Male,Irbid,Platinum,17,2407.77,259.27,12,327.41,37,17,0.4165,0.288,3,1,0,1,Digital Wallet,0
C01023,36,Male,Amman,Platinum,3,1257.19,410.65,12,67.74,16,17,0.272,0.337,2,0,1,1,Cash,0
C00824,34,Female,Amman,Gold,49,1391.52,159.36,26,235.66,17,17,0.361,0.63,4,3,1,1,Card,0
C00658,22,Male,Amman,Basic,35,1308.53,114.71,15,178.4,75,18,0.538,0.464,3,1,0,0,Card,0
C00251,41,Male,Amman,Gold,36,2475.03,166.41,15,391.86,0,8,0.581,0.186,4,3,1,1,Digital Wallet,0
C00740,44,Female,Zarqa,Gold,37,2503.3,271.57,18,435.07,5,14,0.538,0.404,2,1,0,0,Digital Wallet,0
C00391,32,Female,Other,Gold,26,1696.07,181.05,15,265.26,82,12,0.776,0.241,4,0,0,1,Card,0
C00461,55,Male,Balqa,Platinum,44,1972.11,610.24,24,500.0,38,23,0.576,0.782,5,4,1,0,Card,0
C01028,42,Female,Amman,Silver,13,1843.76,94.09,7,146.77,58,10,0.059,0.803,3,3,1,0,Digital Wallet,1
C00799,29,Male,Amman,Basic,84,713.62,173.37,42,348.27,7,11,0.641,0.429,4,3,1,0,Cash,1
C00812,62,Male,Amman,Basic,47,1325.88,131.5,17,309.98,121,13,0.229,0.514,3,3,1,1,Digital Wallet,1
C00729,18,Male,Amman,Basic,45,733.43,135.71,25,211.32,9,14,0.067,0.153,4,1,0,0,Cash,0
C00657,41,Female,Irbid,Basic,5,1909.75,82.51,1,440.43,99,10,0.239,0.641,2,5,1,0,Card,1
C00468,66,Female,Amman,Basic,36,1180.65,91.37,19,147.83,12,20,0.564,0.443,4,1,0,1,Card,0
C00424,27,Female,Amman,Silver,36,1889.16,346.14,18,500.0,7,17,0.436,0.598,4,2,0,1,Cash,0
C00518,48,Male,Zarqa,Silver,60,1559.1,168.55,17,500.0,33,16,0.497,0.44,5,3,1,1,Digital Wallet,0
C00438,37,Female,Irbid,Gold,23,1681.89,369.05,14,500.0,4,21,0.4165,0.831,3,3,1,0,Cash,0
C00288,49,Female,Zarqa,Gold,54,2445.14,402.6,24,500.0,24,13,0.589,0.857,3,0,0,0,Card,0
C00341,60,Female,Amman,Silver,15,1669.28,176.98,11,214.94,116,19,0.121,0.746,2,2,0,0,Card,1
C00597,31,Male,Irbid,Silver,35,1970.82,148.94,15,316.07,40,15,0.602,0.498,4,2,0,0,Bank Transfer,0
C00047,50,Male,Zarqa,Platinum,33,1344.75,246.01,17,499.51,66,6,0.099,0.089,3,1,0,0,Card,0
C00320,63,Female,Amman,Basic,45,1986.86,149.39,24,327.98,37,13,0.378,0.295,4,2,0,0,Cash,0
C01109,23,Male,Other,Basic,13,1317.65,159.21,10,144.37,25,15,0.302,0.944,1,6,1,0,Card,1
C00208,63,Male,Irbid,Platinum,58,2458.05,290.87,24,500.0,28,19,0.746,0.112,4,3,1,1,Cash,0
C00797,69,Female,Zarqa,Basic,32,3154.84,136.21,15,265.43,6,11,0.267,0.716,3,5,1,1,Bank Transfer,0
C00367,22,Female,Irbid,Gold,7,1970.17,237.21,9,169.93,18,12,0.616,0.597,5,2,0,1,Digital Wallet,0
C01124,33,Male,Zarqa,Gold,16,1103.99,179.36,9,299.68,5,14,0.618,0.941,5,1,0,0,Cash,0
C00070,58,Female,Zarqa,Silver,9,2071.59,126.81,4,262.79,125,18,0.594,0.35,4,1,0,0,Card,0
C00269,28,Male,Amman,Basic,19,1028.78,171.47,11,308.27,53,10,0.301,0.854,4,0,0,1,Bank Transfer,0
C00501,58,Male,Amman,Silver,37,1835.33,317.2,25,500.0,27,21,0.423,0.568,4,0,0,1,Cash,0
C00169,44,Female,Amman,Platinum,34,2135.47,206.15,32,222.15,37,12,0.404,0.431,4,2,0,1,Card,0
C00669,67,Female,Amman,Basic,2,2189.05,159.91,4,40.65,30,13,0.402,0.162,3,6,1,0,Cash,0
C00924,52,Female,Zarqa,Silver,35,2121.01,101.18,20,166.69,20,9,0.373,0.191,3,2,0,0,Card,0
C00080,20,Female,Balqa,Basic,72,1269.99,178.1,44,268.87,64,9,0.671,0.462,3,4,1,0,Digital Wallet,0
C00109,26,Female,Other,Basic,17,1297.08,129.52,10,253.03,20,14,0.426,0.309,3,1,0,1,Cash,0
C00220,26,Female,Irbid,Platinum,40,1671.79,242.99,14,500.0,6,13,0.423,0.505,5,0,0,0,Digital Wallet,0
C01061,60,Male,Irbid,Gold,30,2728.02,271.32,15,500.0,118,23,0.049,0.28,3,4,1,0,Digital Wallet,1
C00278,59,Female,Amman,Basic,10,1785.71,249.48,6,489.83,53,10,0.188,0.404,3,3,1,0,Card,0
C00874,44,Male,Zarqa,Basic,16,1730.13,147.94,6,383.97,61,13,0.585,0.736,5,31,0,0,Digital Wallet,1
C00853,51,Female,Amman,Silver,36,2492.8,160.45,13,406.23,3,13,0.499,0.735,4,0,0,0,Cash,0
C00674,70,Male,Irbid,Silver,10,2705.95,107.46,7,152.93,15,10,0.664,0.561,5,1,0,0,Cash,0
C00200,38,Female,Amman,Basic,49,2095.86,289.89,20,500.0,12,14,0.264,0.353,4,3,1,1,Card,1
C01064,37,Male,Irbid,Silver,26,1920.18,306.62,17,376.18,35,20,0.157,0.417,4,2,0,0,Digital Wallet,1
C00074,35,Male,Amman,Basic,57,1013.22,269.63,21,500.0,111,16,0.363,0.557,4,4,1,0,Bank Transfer,0
C00914,18,Male,Irbid,Basic,13,1499.58,180.52,8,97.12,240,17,0.538,0.445,3,1,0,1,Cash,1
C00011,47,Male,Zarqa,Basic,57,1744.8,149.95,25,303.68,101,11,0.483,0.691,4,3,1,0,Bank Transfer,0
C00284,33,Male,Amman,Basic,19,2195.12,118.37,12,170.26,43,9,0.442,0.613,5,1,0,1,Card,0
C00321,38,Female,Other,Basic,36,2402.82,134.2,16,379.09,28,13,0.286,0.186,5,2,0,0,Card,0
C00132,60,Male,Amman,Basic,9,2807.14,130.29,5,215.91,168,19,0.326,0.293,3,3,1,1,Cash,1
C00690,41,Male,Amman,Basic,11,1818.48,212.65,14,153.66,71,17,0.36,0.825,3,0,0,0,Bank Transfer,0
C00173,68,Female,Balqa,Gold,5,1285.4,211.41,8,148.58,122,12,0.282,0.653,4,1,0,0,Card,0
C01072,44,Female,Balqa,Gold,10,2003.34,149.85,6,239.03,1,11,0.343,0.425,2,3,1,0,Digital Wallet,1
C00263,64,Female,Irbid,Gold,51,2326.31,232.45,29,389.1,13,18,0.119,0.371,4,2,0,0,Card,0
C00046,42,Female,Zarqa,Basic,9,1741.32,223.43,8,233.06,62,17,0.466,0.455,3,0,0,1,Cash,0
C01075,40,Male,Amman,Basic,26,700.52,103.25,9,278.41,6,16,0.875,0.714,3,7,1,0,Card,0
C00253,34,Male,Zarqa,Silver,21,1840.28,216.67,14,242.45,14,12,0.27,0.221,3,4,1,0,Digital Wallet,1
C00769,60,Female,Amman,Silver,39,1572.95,219.41,22,376.78,106,8,0.219,0.181,3,2,0,0,Cash,1
C01194,49,Female,Amman,Basic,11,3087.66,132.34,7,191.71,11,9,0.451,0.345,3,3,1,0,Cash,1
C00199,56,Female,Amman,Basic,8,2240.47,88.8,5,141.11,75,13,0.501,0.705,5,0,0,0,Digital Wallet,0
C00355,52,Female,Amman,Basic,26,1667.64,144.19,14,225.81,7,10,0.539,0.153,2,3,1,0,Bank Transfer,1
C00161,55,Male,Amman,Basic,33,780.51,56.25,10,176.41,2,12,0.798,0.249,4,0,0,1,Card,0
C01004,46,Male,Balqa,Gold,38,2147.27,242.19,15,500.0,3,15,0.242,0.299,4,3,1,0,Digital Wallet,0
C00469,18,Female,Amman,Gold,50,1784.67,160.87,13,500.0,126,17,0.276,0.468,5,1,0,1,Card,0
C01163,65,Male,Amman,Basic,16,1610.58,47.0,7,84.45,38,17,0.855,0.08,5,0,0,0,Card,0
C00179,50,Male,Amman,Silver,14,1908.25,189.65,9,285.32,84,17,0.521,0.373,5,2,0,1,Bank Transfer,0
C00805,64,Female,Amman,Gold,72,2131.63,176.71,23,478.86,25,10,0.487,0.597,3,2,0,1,Digital Wallet,0
C00477,57,Male,Amman,Basic,69,1550.3,92.84,24,213.61,23,11,0.385,0.9,4,0,0,0,Digital Wallet,0
C00280,42,Female,Amman,Platinum,16,2062.01,272.28,10,384.11,29,17,0.132,0.418,5,2,0,0,Digital Wallet,0
C01097,37,Male,Balqa,Silver,84,1915.82,193.01,32,462.39,15,21,0.159,0.535,4,1,0,1,Card,0
C00780,48,Female,Other,Silver,75,2613.15,190.04,28,496.9,72,22,0.134,0.893,3,1,0,0,Card,0
C00516,23,Female,Amman,Silver,24,1474.59,113.19,9,312.93,111,11,0.395,0.301,3,3,1,0,Card,0
C00939,54,Male,Amman,Basic,18,1768.48,163.75,7,343.25,23,20,0.57,0.337,3,3,1,0,Card,0
C01105,43,Male,Zarqa,Platinum,4,1999.81,205.08,4,177.62,22,15,0.354,0.228,4,1,0,0,Card,0
C01068,38,Male,Amman,Silver,37,1306.34,365.9,28,455.67,7,18,0.717,0.534,3,4,1,1,Cash,0
C00162,68,Female,Zarqa,Basic,8,2272.94,190.62,8,176.25,61,24,0.714,0.922,4,2,0,1,Card,1
C00859,69,Female,Irbid,Silver,26,2169.1,271.97,15,500.0,32,16,0.289,0.854,4,0,0,0,Digital Wallet,0
C00833,44,Male,Other,Silver,28,1371.35,246.17,12,500.0,1,18,0.4165,0.596,4,0,0,0,Digital Wallet,0
C00091,69,Male,Balqa,Basic,17,2674.56,271.74,15,249.94,56,18,0.494,0.852,4,0,0,0,Cash,0
C01016,47,Male,Amman,Basic,30,2572.71,216.49,15,419.72,35,17,0.625,0.668,3,0,0,0,Card,0
C00832,59,Female,Amman,Silver,34,2399.03,223.75,14,500.0,54,19,0.477,0.158,5,1,0,0,Card,1
C00383,55,Male,Irbid,Gold,15,1851.38,205.12,17,144.38,0,15,0.433,0.461,4,3,1,0,Digital Wallet,0
C00022,39,Female,Amman,Silver,20,1317.12,133.11,16,172.62,56,21,0.171,0.685,3,2,0,0,Digital Wallet,0
C00058,70,Female,Balqa,Silver,37,2548.41,175.22,14,499.31,210,16,0.636,0.176,5,2,0,1,Cash,0
C00495,69,Female,Amman,Platinum,12,2948.58,406.87,15,296.51,24,24,0.402,0.389,4,2,0,1,Card,1
C00478,58,Male,Amman,Basic,31,1963.72,163.12,14,327.17,147,19,0.279,0.812,3,2,0,0,Card,0
C00316,68,Male,Amman,Gold,33,2138.15,233.69,16,417.87,7,6,0.526,0.594,4,3,1,0,Cash,0
C00038,61,Male,Amman,Gold,28,2590.17,174.2,20,272.01,13,16,0.53,0.516,3,1,0,0,Card,0
C00981,62,Male,Amman,Basic,18,2548.26,214.35,12,322.42,9,21,0.178,0.38,3,2,0,0,Digital Wallet,0
C00465,42,Female,Amman,Platinum,32,2206.54,286.35,26,299.51,0,10,0.18,0.321,3,2,0,0,Digital Wallet,0
C00027,25,Female,Amman,Silver,14,725.52,142.76,13,127.04,18,14,0.551,0.243,4,1,0,1,Card,0
C00210,58,Female,Balqa,Silver,22,2449.43,183.61,11,279.3,3,14,0.689,0.266,5,1,0,0,Bank Transfer,0
C01193,39,Male,Irbid,Basic,84,1462.4,244.48,29,500.0,96,12,0.295,0.41,3,0,0,0,Bank Transfer,0
C00558,44,Male,Balqa,Gold,8,2290.38,375.28,11,291.76,112,19,0.057,0.73,2,3,1,0,Cash,0
C00938,29,Female,Amman,Gold,39,1406.85,230.28,14,500.0,40,12,0.482,0.481,4,2,0,0,Card,0
C00661,33,Male,Balqa,Silver,21,1733.35,214.89,12,375.41,19,19,0.4165,0.354,5,0,0,1,Digital Wallet,0
C00303,27,Male,Amman,Basic,23,1145.41,165.06,18,212.98,37,21,0.475,0.818,4,1,0,1,Cash,0
C00475,22,Male,Other,Gold,31,1214.74,184.75,17,284.8,107,13,0.202,0.133,3,2,0,0,Cash,1
C00627,46,Male,Zarqa,Basic,37,2066.3,154.67,22,256.39,110,15,0.535,0.476,3,4,1,0,Bank Transfer,1
C00814,35,Female,Amman,Basic,84,1856.94,102.63,33,215.76,21,18,0.196,0.097,4,25,0,0,Digital Wallet,1
C00257,31,Female,Zarqa,Gold,6,2274.02,278.02,4,377.92,73,11,0.49,0.907,4,0,0,1,Card,0
C00834,47,Male,Amman,Silver,58,807.67,294.0,23,500.0,65,18,0.278,0.371,4,1,0,0,Digital Wallet,1
C00901,43,Male,Balqa,Gold,41,1665.66,164.13,11,500.0,10,16,0.333,0.124,4,0,0,0,Digital Wallet,0
C00512,23,Female,Amman,Silver,38,1216.43,187.93,19,346.31,37,11,0.397,0.774,5,0,0,0,Digital Wallet,0
C01146,33,Female,Other,Platinum,33,1929.76,439.8,21,500.0,17,19,0.598,0.181,3,3,1,1,Card,0
C00226,27,Female,Amman,Gold,73,1673.33,160.55,26,452.58,6,11,0.214,0.824,4,1,0,1,Digital Wallet,0
C00726,30,Female,Irbid,Silver,84,1497.44,145.37,34,292.64,27,10,0.58,0.379,5,2,0,0,Cash,1
C01102,30,Female,Irbid,Basic,12,1943.22,301.46,13,291.89,53,21,0.183,0.395,2,2,0,0,Digital Wallet,1
C00764,65,Male,Irbid,Basic,30,1792.625,179.29,23,170.3,52,17,0.352,0.383,4,2,0,1,Card,0
C01081,33,Male,Amman,Gold,38,1916.16,229.55,20,443.43,18,16,0.443,0.207,4,0,0,0,Card,0
C00472,24,Female,Irbid,Silver,7,1548.22,200.34,7,177.59,0,8,0.213,0.59,2,3,1,0,Digital Wallet,1
C00297,36,Male,Irbid,Basic,33,1866.07,116.67,20,185.35,44,9,0.45,0.845,3,3,1,1,Cash,0
C00385,30,Male,Other,Basic,55,1873.22,181.61,16,500.0,65,12,0.322,0.888,4,0,0,1,Digital Wallet,0
C00398,69,Male,Amman,Basic,10,2664.35,197.1,6,336.51,3,20,0.502,0.555,4,1,0,0,Cash,0
C00086,53,Female,Balqa,Silver,33,1912.81,270.69,22,385.97,10,20,0.411,0.324,4,4,1,0,Digital Wallet,0
C00861,48,Female,Amman,Platinum,62,1926.02,276.57,26,500.0,1,16,0.387,0.381,4,2,0,1,Card,0
C00778,47,Female,Amman,Silver,31,2029.51,98.38,12,249.72,156,18,0.499,0.506,3,5,1,0,Card,1
C00748,64,Female,Amman,Platinum,36,1792.625,295.61,14,500.0,83,15,0.266,0.454,4,2,0,1,Digital Wallet,0
C00522,35,Male,Amman,Basic,22,1450.04,132.29,8,418.46,5,10,0.36,0.455,5,2,0,0,Bank Transfer,0
C00330,56,Female,Other,Basic,21,1300.85,129.85,10,255.11,205,12,0.24,0.658,3,2,0,0,Cash,0
C00191,64,Female,Other,Basic,37,1706.73,185.57,11,500.0,35,13,0.728,0.422,4,2,0,0,Bank Transfer,0
C00118,34,Male,Zarqa,Basic,37,1458.3,74.39,12,233.98,39,12,0.224,0.61,4,1,0,0,Card,0
C00731,53,Female,Balqa,Platinum,16,2438.12,329.12,11,440.19,36,15,0.219,0.803,4,3,1,0,Card,1
C01122,28,Male,Amman,Gold,56,1560.35,162.41,20,449.04,6,21,0.419,0.498,3,2,0,0,Digital Wallet,0
C00611,57,Female,Amman,Silver,8,2378.3,281.01,11,166.9,27,20,0.521,0.607,3,4,1,0,Digital Wallet,0
C00619,52,Female,Amman,Gold,5,1195.65,244.95,5,194.72,79,14,0.171,0.085,4,2,0,0,Card,1
C00637,44,Male,Amman,Basic,20,2424.86,228.47,9,404.14,2,16,0.119,0.41,4,2,0,0,Card,0
C00649,36,Female,Amman,Basic,50,1485.89,187.99,20,483.7,23,17,0.705,0.096,3,6,1,0,Digital Wallet,1
C00144,45,Female,Balqa,Basic,42,1309.86,157.73,20,265.24,3,18,0.585,0.688,4,2,0,1,Card,0
C00227,67,Female,Amman,Gold,8,2350.16,308.57,9,315.77,21,20,0.578,0.425,4,3,1,1,Cash,0
C00767,67,Male,Irbid,Silver,47,1397.63,266.27,29,416.72,58,18,0.303,0.51,3,0,0,1,Digital Wallet,0
C00258,40,Female,Irbid,Silver,32,2009.18,219.48,11,500.0,15,15,0.687,0.516,4,0,0,1,Card,0
C00256,19,Male,Irbid,Basic,28,1482.34,168.44,16,298.33,14,21,0.203,0.618,3,2,0,0,Cash,0
C00462,61,Female,Amman,Basic,69,2249.97,138.59,21,381.46,4,16,0.4165,0.625,3,1,0,0,Card,0
C01043,31,Male,Zarqa,Platinum,38,2259.82,180.52,24,367.0,23,13,0.783,0.377,4,0,0,1,Cash,0
C00450,42,Male,Amman,Silver,45,1633.54,381.71,24,500.0,27,17,0.372,0.049,3,2,0,1,Card,0
C00185,37,Male,Amman,Basic,5,2183.5,106.64,6,95.84,6,11,0.196,0.138,4,3,1,0,Card,0
C00224,23,Male,Irbid,Basic,14,1157.95,146.41,8,262.15,51,13,0.526,0.061,2,2,1,0,Card,1
C01050,28,Male,Balqa,Basic,21,1694.06,90.47,12,158.57,219,13,0.119,0.494,4,0,0,0,Digital Wallet,1
C00170,63,Male,Amman,Basic,42,1652.66,120.94,21,218.4,23,23,0.561,0.695,3,4,1,0,Bank Transfer,1
C00702,60,Male,Amman,Silver,22,2855.48,324.31,19,414.54,3,18,0.582,0.157,4,2,0,1,Card,0
C01005,35,Male,Amman,Silver,22,1794.05,329.9,12,500.0,4,20,0.583,0.101,3,0,0,0,Digital Wallet,0
C01067,58,Female,Other,Silver,25,2562.99,149.72,7,443.99,58,13,0.301,0.538,3,3,1,0,Digital Wallet,0
C00207,26,Female,Amman,Basic,11,1979.46,116.11,1,500.0,5,13,0.339,0.151,3,3,1,1,Digital Wallet,0
C00270,31,Male,Amman,Basic,45,585.75,67.11,15,221.12,98,13,0.545,0.375,4,3,1,1,Digital Wallet,1
C00346,28,Male,Other,Gold,53,1236.43,179.24,20,500.0,112,22,0.668,0.686,3,3,1,1,Cash,0
C00880,26,Male,Irbid,Basic,14,1792.625,62.03,2,432.66,6,8,0.372,0.435,4,2,0,0,Card,1
C00165,67,Male,Other,Basic,16,1827.61,113.14,8,266.71,31,9,0.44,0.424,4,3,1,0,Card,0
C00016,25,Male,Irbid,Basic,30,1665.36,94.39,15,172.33,44,18,0.725,0.048,5,0,0,1,Cash,0
C00192,42,Male,Amman,Basic,11,2365.58,78.53,4,222.15,38,21,0.278,0.245,2,1,1,0,Digital Wallet,1
C00798,42,Male,Amman,Basic,22,2060.07,137.28,6,495.94,122,8,0.383,0.251,3,2,0,0,Card,1
C00943,62,Female,Amman,Basic,19,2480.64,84.87,8,213.5,27,10,0.143,0.418,3,2,0,1,Cash,1
C00480,22,Male,Irbid,Platinum,48,1363.94,244.35,34,305.75,21,21,0.347,0.745,4,1,0,1,Digital Wallet,0
C00447,24,Male,Amman,Basic,29,1610.16,53.48,16,88.24,5,11,0.29,0.292,4,1,0,1,Card,0
C00727,49,Male,Amman,Basic,28,2693.35,240.22,20,319.45,101,19,0.647,0.772,3,2,0,0,Cash,0
C00002,56,Female,Irbid,Basic,37,1792.625,211.14,9,500.0,72,15,0.547,0.632,3,3,1,0,Card,1
C00079,36,Female,Amman,Basic,32,1924.73,143.14,20,245.5,23,8,0.886,0.7,5,0,0,1,Bank Transfer,0
C00351,30,Male,Zarqa,Gold,17,1403.98,211.36,10,349.27,35,12,0.438,0.425,4,3,1,1,Card,0
C00955,28,Female,Balqa,Basic,34,1931.7,153.12,18,250.17,25,16,0.281,0.731,2,3,1,0,Cash,1
C00141,41,Female,Amman,Platinum,8,1080.43,200.61,8,267.29,22,10,0.254,0.659,4,2,0,0,Bank Transfer,0
C00863,41,Male,Balqa,Silver,55,1830.05,80.57,33,132.17,21,14,0.573,0.045,4,0,0,0,Card,0
C00043,27,Female,Irbid,Gold,24,1441.11,186.47,14,330.11,32,15,0.165,0.7,3,2,0,0,Card,0
C01166,46,Female,Amman,Basic,22,1582.6,214.4,9,500.0,21,15,0.538,0.437,2,2,1,0,Digital Wallet,1
